,icao,iata,name,city,lat,lon
15730,LIPA,AVB,Aviano Air Base,Aviano,46.0319,12.5965
15731,LIPB,BZO,Bolzano Airport,Bolzano,46.4602,11.3264
15733,LIPD,UDN,Udine / Campoformido Air Base,Udine,46.0322,13.1868
15734,LIPE,BLQ,Bologna / Borgo Panigale Airport,Bologna,44.5354,11.2887
15737,LIPH,TSF,Treviso / Sant'Angelo Airport,Treviso,45.6484,12.1944
15739,LIPK,FRL,Forli Airport,Forli,44.1948,12.0701
15743,LIPO,VBS,Brescia / Montichiari Airport,Brescia,45.4289,10.3306
15744,LIPQ,TRS,Trieste / Ronchi Dei Legionari,Trieste,45.8275,13.4722
15745,LIPR,RMI,Rimini / Miramare - Federico Fellini International Airport,Rimini,44.0203,12.6117
15747,LIPT,VIC,Vicenza Airport,Vicenza,45.5734,11.5295
15750,LIPX,VRN,Verona / Villafranca Airport,Verona,45.3957,10.8885
15751,LIPY,AOI,Ancona / Falconara Airport,Ancona,43.6163,13.3623
15752,LIPZ,VCE,Venezia / Tessera -  Marco Polo Airport,Venezia,45.5053,12.3519
15754,LIQL,LCV,Lucca / Tassignano Airport,Lucca,43.8282,10.5781
15756,LIQS,SAY,Siena / Ampugnano Airport,Siena,43.2563,11.255
15758,LIRA,CIA,Ciampino Airport,Roma,41.7994,12.5949
15760,LIRF,FCO,Leonardo Da Vinci (Fiumicino) International Airport,Rome,41.8045,12.2508
15763,LIRI,QSR,Salerno / Pontecagnano Airport,Salerno,40.6204,14.9113
15764,LIRJ,EBA,Marina Di Campo Airport,Marina  Di Campo,42.7603,10.2394
15767,LIRN,NAP,Napoli / Capodichino International Airport,Napoli,40.886,14.2908
15768,LIRP,PSA,Pisa / San Giusto - Galileo Galilei International Airport,Pisa,43.6839,10.3927
15769,LIRQ,FLR,Firenze / Peretola Airport,Firenze,43.81,11.2051
15770,LIRS,GRS,Grosseto Airport,Grosetto,42.7597,11.0719
15773,LIRZ,PEG,Perugia / San Egidio Airport,Perugia,43.0959,12.5132
15780,LJLJ,LJU,Ljubljana Joze Pucnik Airport,Ljubljana,46.2237,14.4576
15781,LJMB,MBX,Maribor Airport,,46.4799,15.6861
15786,LJPZ,POW,Portoroz Airport,Portoroz,45.4734,13.615
15812,LKHO,GTW,Holesov Airport,Holesov,49.3144,17.5689
15828,LKKU,UHE,Kunovice Airport,Uherske Hradiste,49.0294,17.4397
15829,LKKV,KLV,Karlovy Vary International Airport,Karlovy Vary,50.203,12.915
15839,LKMR,MKA,Marianske Lazne Airport,Marianske Lazne,49.9228,12.7247
15840,LKMT,OSR,Ostrava Leos Janacek Airport,Ostrava,49.6963,18.1111
15844,LKOL,OLO,Olomouc Glider Airport,Olomouc,49.5878,17.2108
15848,LKPD,PED,Pardubice Airport,Pardubice,50.0134,15.7386
15854,LKPO,PRV,Prerov Air Base,Prerov,49.4258,17.4047
15855,LKPR,PRG,Václav Havel Airport,Prague,50.1008,14.26
15870,LKTB,BRQ,Brno-Turany Airport,Brno,49.1513,16.6944
15879,LKVO,VOD,Vodochody Airport,Vodochoky,50.2166,14.3958
15883,LKZA,ZBE,Zabreh Ostrava Airport,Zabreh,49.9283,18.0783
15921,LLBG,TLV,Ben Gurion International Airport,Tel Aviv,32.0114,34.8867
15922,LLBS,BEV,Be'er Sheva (Teyman) Airport,Beersheva,31.287,34.723
15924,LLER,ETM,Ilan and Asaf Ramon Airport,Eilat,29.72717,35.01417
15926,LLET,ETH,Eilat Airport,Eilat,29.5613,34.9601
15927,LLEY,EIY,Ein Yahav Airfield,Sapir,30.6217,35.2033
15929,LLHA,HFA,Haifa International Airport,Haifa,32.8094,35.0431
15933,LLIB,RPN,Ben Ya'akov Airport,Rosh Pina,32.981,35.5719
15934,LLKS,KSW,Kiryat Shmona Airport,Kiryat Shmona,33.2167,35.6
15936,LLMR,MIP,Mitzpe Ramon Airfield,Mitzpe Ramon,30.6506,34.8069
15937,LLMZ,MTZ,Bar Yehuda Airfield,Masada,31.3282,35.3886
15938,LLNV,VTM,Nevatim Air Base,Beersheba,31.2083,35.0123
15939,LLOV,VDA,Ovda International Airport,Eilat,29.9403,34.9358
15943,LLSD,SDV,Sde Dov Airport,Tel Aviv,32.1147,34.7822
15944,LLYT,YOT,Yotvata Airfield,Yotvata,29.9062,35.0667
15945,LMML,MLA,Luqa Airport,Luqa,35.8575,14.4775
15967,LOIH,HOH,Hohenems-Dornbirn Airport,Hohenems / Dornbirn,47.385,9.7
15991,LOWG,GRZ,Graz Airport,Graz,46.9911,15.4396
15992,LOWI,INN,Innsbruck Airport,Innsbruck,47.2602,11.344
15993,LOWK,KLU,Klagenfurt Airport,Klagenfurt am Worthersee,46.6425,14.3377
15994,LOWL,LNZ,Linz Airport,Linz,48.2332,14.1875
15995,LOWS,SZG,Salzburg Airport,Salzburg,47.7933,13.0043
15996,LOWW,VIE,Vienna International Airport,Vienna,48.1103,16.5697
16004,LPAZ,SMA,Santa Maria Airport,Vila do Porto,36.9714,-25.1706
16005,LPBG,BGC,Braganca Airport,,41.8578,-6.70713
16006,LPBJ,BYJ,Beja International Airport,Beja,38.0789,-7.9324
16007,LPBR,BGZ,Braga Municipal Aerodrome,Braga,41.5871,-8.44514
16008,LPCH,CHV,Chaves Airport,Chaves,41.72232,-7.46315
16009,LPCO,CBP,Coimbra Airport,,40.1572,-8.47
16010,LPCR,CVU,Corvo Airport,Corvo,39.6715,-31.1136
16011,LPCS,CAT,Cascais Airport,,38.725,-9.35523
16012,LPCV,COV,Covilha Airport,,40.2648,-7.47996
16014,LPFL,FLW,Flores Airport,Santa Cruz das Flores,39.4553,-31.1314
16015,LPFR,FAO,Faro Airport,Faro,37.0144,-7.96591
16016,LPGR,GRW,Graciosa Airport,Santa Cruz da Graciosa,39.0922,-28.0298
16017,LPHR,HOR,Horta Airport,Horta,38.5199,-28.7159
16021,LPLA,TER,Lajes Field,Lajes,38.7618,-27.0908
16023,LPMA,FNC,Madeira Airport,Funchal,32.6979,-16.7745
16032,LPPD,PDL,Joao Paulo II Airport,Ponta Delgada,37.7412,-25.6979
16033,LPPI,PIX,Pico Airport,Pico Island,38.5543,-28.4413
16034,LPPM,PRM,Portimao Airport,,37.1493,-8.58396
16035,LPPR,OPO,Francisco de Sa Carneiro Airport,Porto,41.2481,-8.68139
16036,LPPS,PXO,Porto Santo Airport,Vila Baleira,33.0734,-16.35
16037,LPPT,LIS,Lisbon Portela Airport,Lisbon,38.7813,-9.13592
16040,LPSI,SIE,Sines Airport,,37.94169,-8.8173
16041,LPSJ,SJZ,Sao Jorge Airport,Velas,38.6655,-28.1758
16047,LPVR,VRL,Vila Real Airport,,41.2743,-7.72047
16048,LPVZ,VSE,Viseu Airport,,40.7255,-7.88899
16050,LQBK,BNX,Banja Luka International Airport,Banja Luka,44.9414,17.2975
16054,LQMO,OMO,Mostar International Airport,Mostar,43.2829,17.8459
16056,LQSA,SJJ,Sarajevo International Airport,Sarajevo,43.8246,18.3315
16057,LQTZ,TZL,Tuzla International Airport,Tuzla,44.4587,18.7248
16062,LRAR,ARW,Arad International Airport,Arad,46.1766,21.262
16063,LRBC,BCM,Bacau Airport,Bacau,46.5219,26.9103
16064,LRBM,BAY,Tautii Magheraus Airport,Baia Mare,47.6584,23.47
16065,LRBS,BBU,Baneasa International Airport,Bucharest,44.5032,26.1021
16066,LRBV,GHV,Braşov-Ghimbav International Airport,Braşov,45.70611,25.52333
16067,LRCK,CND,Mihail Kogalniceanu International Airport,Constanta,44.3622,28.4883
16068,LRCL,CLJ,Cluj-Napoca International Airport,Cluj-Napoca,46.7852,23.6862
16069,LRCS,CSB,Caransebes Airport,Caransebes,45.42,22.2533
16071,LRCV,CRA,Craiova Airport,Craiova,44.3181,23.8886
16072,LRIA,IAS,Iasi Airport,Iasi,47.1785,27.6206
16073,LROD,OMR,Oradea International Airport,Oradea,47.0253,21.9025
16074,LROP,OTP,Henri Coanda International Airport,Bucharest,44.5722,26.1022
16075,LRSB,SBZ,Sibiu International Airport,Sibiu,45.7856,24.0913
16076,LRSM,SUJ,Satu Mare Airport,Satu Mare,47.7033,22.8857
16077,LRSV,SCV,Suceava Stefan cel Mare Airport,Suceava,47.6875,26.3541
16078,LRTC,TCE,Tulcea Airport,Tulcea,45.0625,28.7143
16079,LRTM,TGM,Transilvania Targu Mures International Airport,Targu Mures,46.4677,24.4125
16080,LRTR,TSR,Timisoara Traian Vuia Airport,Timisoara,45.8099,21.3379
16112,LSGG,GVA,Geneva Cointrin International Airport,Geneva,46.2381,6.10895
16114,LSGL,QLS,Lausanne-la Blecherette Airport,Lausanne,46.5453,6.61667
16115,LSGN,QNC,Neuchatel Airport,,46.9575,6.86472
16118,LSGS,SIR,Sion Airport,Sion,46.2196,7.32676
16123,LSME,EML,Emmen Airport,,47.0924,8.30512
16125,LSMI,ZIN,Interlaken Air Base,,46.6766,7.87908
16149,LSZA,LUG,Lugano Airport,Lugano,46.0043,8.91058
16150,LSZB,BRN,Bern Belp Airport,Bern,46.9141,7.49715
16151,LSZC,BXO,Buochs Airport,Buochs,46.97444,8.39694
16154,LSZG,ZHI,Grenchen Airport,,47.1816,7.41719
16155,LSZH,ZRH,Zurich Airport,Zurich,47.4647,8.54917
16159,LSZL,ZJI,Locarno Airport,,46.1608,8.87861
16160,LSZM,MLH,EuroAirport Basel-Mulhouse-Freiburg Airport,Bale/Mulhouse,47.5896,7.52991
16165,LSZR,ACH,St Gallen Altenrhein Airport,Altenrhein,47.485,9.56077
16166,LSZS,SMV,Samedan Airport,,46.5341,9.88411
16173,LTAC,ESB,Esenboga International Airport,Ankara,40.1281,32.9951
16174,LTAD,ANK,Etimesgut Air Base,Ankara,39.9498,32.6886
16176,LTAF,ADA,Adana Airport,Adana,36.9822,35.2804
16177,LTAG,UAB,Incirlik Air Base,Adana,37.0021,35.4259
16178,LTAH,AFY,Afyon Airport,Afyonkarahisar,38.7264,30.6011
16179,LTAI,AYT,Antalya International Airport,Antalya,36.8987,30.8005
16180,LTAJ,GZT,Gaziantep International Airport,Gaziantep,36.9472,37.4787
16182,LTAL,KFS,Kastamonu Airport,Kastamonu,41.3142,33.7958
16183,LTAN,KYA,Konya Airport,Konya,37.979,32.5619
16185,LTAP,MZH,Amasya Merzifon Airport,Amasya,40.8294,35.522
16186,LTAQ,SSX,Samsun Samair Airport,Samsun,41.27864,36.30518
16187,LTAR,VAS,Sivas Airport,Sivas,39.8138,36.9035
16188,LTAS,ONQ,Zonguldak Airport,Zonguldak,41.5064,32.0886
16189,LTAT,MLX,Malatya Erhac Airport,Malatya,38.4353,38.091
16190,LTAU,ASR,Kayseri Erkilet Airport,Kayseri,38.7704,35.4954
16192,LTAW,TJK,Tokat Airport,Tokat,40.30743,36.36741
16193,LTAY,DNZ,Cardak Airport,Denizli,37.7856,29.7013
16194,LTAZ,NAV,Nevsehir Kapadokya International Airport,Nevsehir,38.7719,34.5345
16195,LTBA,ISL,Ataturk International Airport,Istanbul,40.9769,28.8146
16197,LTBD,CII,Cildir Airport,Aydin,37.815,27.8953
16199,LTBF,BZI,Balikesir Merkez Airport,Balikesir,39.6193,27.926
16200,LTBG,BDM,Bandirma Airport,Bandirma,40.318,27.9777
16201,LTBH,CKZ,Canakkale Airport,Canakkale,40.1377,26.4268
16202,LTBI,ESK,Eskisehir Air Base,Eskisehir,39.7841,30.5821
16203,LTBJ,ADB,Adnan Menderes International Airport,Izmir,38.2924,27.157
16205,LTBL,IGL,Cigli Airport,Izmir,38.513,27.0101
16208,LTBO,USQ,Usak Airport,Usak,38.6815,29.4717
16210,LTBQ,KCO,Cengiz Topel Airport,,40.735,30.0833
16211,LTBR,YEI,Bursa Yenisehir Airport,Bursa,40.2552,29.5626
16212,LTBS,DLM,Dalaman International Airport,Dalaman,36.7131,28.7925
16214,LTBU,TEQ,Tekirdag Corlu Airport,Corlu,41.1382,27.9191
16215,LTBV,BXN,Imsik Airport,Bodrum,37.1401,27.6697
16218,LTBY,AOE,Anadolu University Airport,Eskisehir,39.8099,30.5194
16219,LTBZ,KZR,Zafer Airport,Altintas,39.10902,30.13713
16220,LTCA,EZS,Elazig Airport,Elazig,38.6069,39.2914
16221,LTCB,OGU,Ordu–Giresun Airport,Ordu,40.96667,38.08
16222,LTCC,DIY,Diyarbakir Airport,Diyarbakir,37.8939,40.201
16223,LTCD,ERC,Erzincan Airport,Erzincan,39.7102,39.527
16224,LTCE,ERZ,Erzurum International Airport,Erzurum,39.9565,41.1702
16225,LTCF,KSY,Kars Airport,Kars,40.5622,43.115
16226,LTCG,TZX,Trabzon International Airport,Trabzon,40.9951,39.7897
16227,LTCH,SFQ,Sanliurfa Airport,Sanliurfa,37.0943,38.8471
16228,LTCI,VAN,Van Ferit Melen Airport,Van,38.4682,43.3323
16229,LTCJ,BAL,Batman Airport,Batman,37.929,41.1166
16230,LTCK,MSR,Mus Airport,Mus,38.7478,41.6612
16231,LTCL,SXZ,Siirt Airport,Siirt,37.9789,41.8404
16232,LTCM,NOP,Sinop Airport,Sinop,42.0158,35.0664
16233,LTCN,KCM,Kahramanmaras Airport,Kahramanmaras,37.53883,36.95352
16234,LTCO,AJI,Agri Airport,Agri,39.65454,43.02598
16235,LTCP,ADF,Adiyaman Airport,Adiyaman,37.7314,38.4689
16236,LTCR,MQM,Mardin Airport,Mardin,37.2233,40.6317
16237,LTCS,GNY,Sanliurfa GAP Airport,Sanliurfa,37.44566,38.89559
16238,LTCT,IGD,Igdir Airport,Igdir,39.97663,43.87665
16239,LTCU,BGG,Bingöl Airport,Çeltiksuyu,38.861167,40.5925
16240,LTCV,NKT,Şırnak Şerafettin Elçi Airport,Cizre,37.363833,42.06
16241,LTCW,YKO,Yüksekova Selahaddin Eyyubi Airport,Yüksekova,37.54967,44.2375
16242,LTDA,HTY,Hatay Airport,Hatay,36.36278,36.28222
16245,LTFC,ISE,Suleyman Demirel International Airport,Isparta,37.8554,30.3684
16246,LTFD,EDO,Balikesir Korfez Airport,Edremit,39.5546,27.0138
16247,LTFE,BJV,Milas Bodrum International Airport,Bodrum,37.2506,27.6643
16248,LTFG,GZP,Gazipasa Airport,Gazipasa,36.29922,32.3006
16249,LTFH,SZF,Samsun Carsamba Airport,Samsun,41.2545,36.5671
16250,LTFJ,SAW,Sabiha Gokcen International Airport,Istanbul,40.8986,29.3092
16251,LTFK,GKD,Imroz Airport,Gokceada,40.2045,25.8833
16252,LTFM,IST,Istanbul Airport,Istanbul,41.27533,28.752
16253,LTFO,RZV,Rize–Artvin Airport,,41.169167,40.828889
16255,LUBL,BZY,Balti International Airport,Strymba,47.8381,27.7815
16259,LUKK,RMO,Chișinău International Airport,Chișinău,46.9277,28.931
16262,LWOH,OHD,Ohrid St. Paul the Apostle Airport,Ohrid,41.18,20.7423
16263,LWSK,SKP,Skopje Alexander the Great Airport,Skopje,41.9616,21.6214
16264,LXGB,GIB,Gibraltar Airport,Gibraltar,36.1512,-5.34966
16266,LYBE,BEG,Belgrade Nikola Tesla Airport,Belgrad,44.8184,20.3091
16269,LYBR,IVG,Berane Airport,Berane,42.839,19.862
16270,LYBT,BJY,Batajnica Air Base,Batajnica,44.9353,20.2575
16273,LYNI,INI,Nis Airport,Nis,43.3373,21.8537
16275,LYNS,QND,Cenej Airport,Novi Sad,45.3858,19.8392
16276,LYPG,TGD,Podgorica Airport,Podgorica,42.3594,19.2519
16283,LYTV,TIV,Tivat Airport,Tivat,42.4047,18.7233
16284,LYUZ,UZC,Ponikve Airport,Uzice,43.8989,19.6977
16285,LYVA,QWV,Divci Airport,Valjevo,44.29782,20.02191
16287,LYZR,ZRE,Zrenjanin Airport,Zrenjanin,45.33976,20.45408
16290,LZIB,BTS,M. R. Stefanik Airport,Bratislava,48.1702,17.2127
16293,LZKZ,KSC,Kosice Airport,Kosice,48.6631,21.2411
16294,LZLU,LUE,Lucenec Airport,Lucenec,48.3394,19.7358
16299,LZPP,PZY,Piestany Airport,Piestany,48.6252,17.8284
16301,LZPW,POV,Presov Air Base,Presov,49.0297,21.3156
16304,LZSL,SLD,Sliac Airport,Sliac,48.6378,19.1341
16308,LZTT,TAT,Poprad-Tatry Airport,Poprad,49.0736,20.2411
16309,LZZI,ILZ,Zilina Airport,Zilina,49.2315,18.6135
16316,MA53,UWA,Ware Airport,Ware,42.28204,-72.2148
16326,MBGT,GDT,JAGS McCartney International Airport,Cockburn Town,21.4445,-71.1423
16327,MBMC,MDS,Middle Caicos Airport,Middle Caicos,21.82602,-71.8025
16328,MBNC,NCA,North Caicos Airport,,21.9175,-71.9396
16329,MBPI,PIC,Pine Cay Airport,Pine Cay,21.9,-72.1
16330,MBPV,PLS,Providenciales Airport,Providenciales Island,21.7736,-72.2659
16331,MBSC,XSC,South Caicos Airport,,21.5157,-71.5285
16332,MBSY,SLX,Salt Cay Airport,Salt Cay,21.333,-71.2
16373,MDAB,EPS,Arroyo Barril Airport,Arroyo Barril,19.1986,-69.4298
16380,MDBH,BRX,Maria Montez International Airport,Barahona,18.2515,-71.1204
16383,MDCR,CBJ,Cabo Rojo Airport,Cabo Rojo,17.929,-71.6448
16384,MDCY,AZS,Samana El Catey International Airport,Samana,19.267,-69.742
16385,MDCZ,COZ,Constanza Dom Re Airport,Costanza,18.9075,-70.7219
16390,MDJB,JBQ,La Isabela International Airport,La Isabela,18.5725,-69.9856
16394,MDLR,LRM,Casa De Campo International Airport,La Romana,18.4507,-68.9118
16397,MDPC,PUJ,Punta Cana International Airport,Punta Cana,18.5674,-68.3634
16399,MDPP,POP,Gregorio Luperon International Airport,Puerto Plata,19.7579,-70.57
16402,MDSD,SDQ,Las Americas International Airport,Santo Domingo,18.4297,-69.6689
16404,MDST,STI,Cibao International Airport,Santiago,19.4061,-70.6047
16412,ME16,LIZ,Loring International Airport,Limestone,46.95043,-67.88586
16447,MGCB,CBV,Coban Airport,Coban,15.469,-90.4067
16448,MGCQ,CIQ,Chiquimula Airport,Chiquimula,14.83092,-89.52094
16449,MGCR,CMM,Carmelita Airport,Carmelita,17.4612,-90.0537
16450,MGCT,CTF,Coatepeque Airport,Coatepeque,14.6942,-91.8825
16451,MGDL,DON,Dos Lagunas Airport,Dos Lagunas,17.6124,-89.6884
16453,MGGT,GUA,La Aurora Airport,Guatemala City,14.5833,-90.5275
16454,MGHT,HUG,Huehuetenango Airport,Huehuetenango,15.3274,-91.4624
16457,MGMM,MCR,Melchor de Mencos Airport,Melchor de Mencos,17.06861,-89.15222
16458,MGPB,PBR,Puerto Barrios Airport,Puerto Barrios,15.7309,-88.5838
16459,MGPC,PCG,Paso Caballos Airport,Paso Caballos,17.2639,-90.2563
16460,MGPG,PKJ,Playa Grande Airport,Playa Grande,15.9975,-90.7417
16461,MGPP,PON,Poptun Airport,Poptun,16.3258,-89.4161
16462,MGQC,AQB,Santa Cruz del Quiche Airport,Santa Cruz del Quiche,15.0122,-91.1506
16463,MGQZ,AAZ,Quezaltenango Airport,Quezaltenango,14.8656,-91.502
16465,MGRB,RUV,Rubelsanto Airport,Rubelsanto,15.992,-90.4453
16466,MGRD,LCF,Las Vegas Airport,Rio Dulce,15.6689,-88.9579
16467,MGRT,RER,Retalhuleu Airport,Retalhuleu,14.521,-91.6973
16468,MGSJ,GSJ,San Jose Airport,Puerto San Jose,13.9362,-90.8358
16470,MGTK,FRS,Mundo Maya International Airport,San Benito,16.9138,-89.8664
16471,MGUX,UAX,Uaxactun Airport,Uaxactun,17.39389,-89.63274
16475,MHAH,AHS,Ahuas Airport,Ahuas,15.4722,-84.3522
16487,MHBL,BHG,Brus Laguna Airport,Brus Laguna,15.7631,-84.5436
16488,MHCA,CAA,Catacamas Airport,Catacamas,14.917,-85.9
16498,MHCS,CYL,Coyoles Airport,Coyoles,15.44556,-86.67528
16499,MHCU,CDD,Cauquira Airport,Cauquira,15.31667,-83.59167
16501,MHEA,OAN,El Arrayan Airport,Olanchito,15.50556,-86.57472
16517,MHGS,GAC,Gracias Airport,El Molino,14.59667,-88.59417
16524,MHIR,IRN,Iriona Airport,Iriona,15.93917,-85.13722
16531,MHJU,JUT,Jutigalpa airport,Jutigalpa,14.6526,-86.2203
16533,MHLC,LCE,Goloson International Airport,La Ceiba,15.7425,-86.853
16534,MHLE,LEZ,La Esperanza Airport,La Esperanza,14.29111,-88.175
16539,MHLM,SAP,Ramon Villeda Morales International Airport,La Mesa,15.4526,-87.9236
16558,MHNJ,GJA,La Laguna Airport,Guanaja,16.4454,-85.9066
16563,MHPC,PCH,Palacios Airport,Palacios,15.955,-84.94139
16565,MHPL,PEU,Puerto Lempira Airport,Puerto Lempira,15.2622,-83.7812
16566,MHPR,XPL,Comayagua-Palmerola International Airport,Comayagua,14.38233,-87.62117
16574,MHRO,RTB,Juan Manuel Galvez International Airport,Roatan Island,16.3168,-86.523
16576,MHRS,SDH,Santa Rosa Copan Airport,Santa Rosa de Copan,14.8149,-88.7515
16577,MHRU,RUY,Copan Ruinas Airport,Ruinas de Copan,14.8403,-89.144
16587,MHTE,TEA,Tela Airport,Tela,15.7759,-87.4758
16588,MHTG,TGU,Toncontin International Airport,Tegucigalpa,14.0609,-87.2172
16590,MHTJ,TJI,Trujillo Airport,Trujillo,15.9268,-85.9382
16596,MHUL,SCD,Sulaco Airport,Sulaco,14.9072,-87.2634
16598,MHUT,UII,Utila Airport,Utila Island,16.1131,-86.8803
16649,MKBS,OCJ,Boscobel Aerodrome,Ocho Rios,18.4042,-76.969
16650,MKJP,KIN,Norman Manley International Airport,Kingston,17.9357,-76.7875
16651,MKJS,MBJ,Sangster International Airport,Montego Bay,18.5037,-77.9134
16652,MKKJ,POT,Ken Jones Airport,Ken Jones,18.1988,-76.5345
16653,MKNG,NEG,Negril Airport,Negril,18.3428,-78.3321
16654,MKTP,KTP,Tinson Pen Airport,Tinson Pen,17.9886,-76.8238
16705,MMAA,ACA,General Juan N Alvarez International Airport,Acapulco,16.7571,-99.754
16707,MMAN,NTR,Del Norte International Airport,,25.8656,-100.237
16708,MMAS,AGU,Jesus Teran International Airport,Aguascalientes,21.7056,-102.318
16709,MMBT,HUX,Bahias de Huatulco International Airport,Huatulco,15.7753,-96.2626
16710,MMCA,CNA,Cananea Airport,,31.06615,-110.09788
16711,MMCB,CVJ,General Mariano Matamoros Airport,,18.8348,-99.2613
16712,MMCC,ACN,Ciudad Acuna New International Airport,Ciudad Acuna,29.3329,-101.099
16713,MMCE,CME,Ciudad del Carmen International Airport,Ciudad del Carmen,18.6537,-91.799
16714,MMCG,NCG,Nuevo Casas Grandes Airport,,30.3974,-107.875
16716,MMCL,CUL,Federal de Bachigualato International Airport,Culiacan,24.7645,-107.475
16717,MMCM,CTM,Chetumal International Airport,Chetumal,18.5047,-88.3268
16718,MMCN,CEN,Ciudad Obregon International Airport,Ciudad Obregon,27.3926,-109.833
16719,MMCO,CJT,Comitan Airport,,16.1767,-92.0506
16720,MMCP,CPE,Ingeniero Alberto Acuna Ongay International Airport,Campeche,19.8168,-90.5003
16721,MMCS,CJS,Abraham Gonzalez International Airport,Ciudad Juarez,31.6361,-106.429
16722,MMCT,CZA,Chichen Itza International Airport,,20.6413,-88.4462
16723,MMCU,CUU,General Roberto Fierro Villalobos International Airport,Chihuahua,28.7029,-105.965
16724,MMCV,CVM,General Pedro Jose Mendez International Airport,Ciudad Victoria,23.7033,-98.9565
16725,MMCY,CYW,Captain Rogelio Castillo National Airport,Celaya,20.546,-100.887
16726,MMCZ,CZM,Cozumel International Airport,Cozumel,20.5224,-86.9256
16727,MMDA,CUA,Ciudad Constitucion Airport,Ciudad Constitucion,25.0538,-111.615
16728,MMDM,MMC,Ciudad Mante National Airport,Ciudad Mante,22.74318,-99.01737
16729,MMDO,DGO,General Guadalupe Victoria International Airport,Durango,24.1242,-104.528
16730,MMEP,TPQ,Amado Nervo National Airport,Tepic,21.4195,-104.843
16731,MMES,ESE,Ensenada Airport,,31.7953,-116.603
16732,MMGL,GDL,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,20.5218,-103.311
16733,MMGM,GYM,General Jose Maria Yanez International Airport,Guaymas,27.969,-110.925
16734,MMGR,GUB,Guerrero Negro Airport,Guerrero Negro,28.0261,-114.024
16736,MMHC,TCN,Tehuacan Airport,,18.4972,-97.4199
16737,MMHO,HMO,General Ignacio P. Garcia International Airport,Hermosillo,29.0959,-111.048
16738,MMIA,CLQ,Lic. Miguel de la Madrid Airport,Colima,19.277,-103.577
16739,MMIM,ISJ,Isla Mujeres Airport,,21.245,-86.74
16740,MMIO,SLW,Plan De Guadalupe International Airport,Saltillo,25.5495,-100.929
16741,MMIT,IZT,Ixtepec Airport,,16.4493,-95.0937
16742,MMJA,JAL,El Lencero Airport,Xalapa,19.4751,-96.7975
16743,MMJC,AZP,Atizapan De Zaragoza Airport,,19.5748,-99.2888
16744,MMLC,LZC,Lazaro Cardenas Airport,Lazaro Cardenas,18.0017,-102.221
16745,MMLM,LMM,Valle del Fuerte International Airport,Los Mochis,25.6852,-109.081
16746,MMLO,BJX,Del Bajio International Airport,Silao,20.9935,-101.481
16747,MMLP,LAP,Manuel Marquez de Leon International Airport,La Paz,24.0727,-110.362
16748,MMLT,LTO,Loreto International Airport,Loreto,25.9892,-111.348
16749,MMMA,MAM,General Servando Canales International Airport,Matamoros,25.7699,-97.5253
16750,MMMD,MID,Licenciado Manuel Crescencio Rejon Int Airport,Merida,20.937,-89.6577
16751,MMMG,MUG,Mulege Airport,Mulege,26.89731,-111.95755
16752,MMML,MXL,General Rodolfo Sanchez Taboada International Airport,Mexicali,32.6306,-115.242
16753,MMMM,MLM,General Francisco J. Mujica International Airport,Morelia,19.8499,-101.025
16754,MMMT,MTT,Minatitlan/Coatzacoalcos National Airport,Minatitlan,18.1034,-94.5807
16755,MMMV,LOV,Monclova International Airport,,26.9557,-101.47
16756,MMMX,MEX,Licenciado Benito Juarez International Airport,Mexico City,19.4363,-99.0721
16757,MMMY,MTY,General Mariano Escobedo International Airport,Monterrey,25.7785,-100.107
16758,MMMZ,MZT,General Rafael Buelna International Airport,Mazatlan,23.1614,-106.266
16759,MMNG,NOG,Nogales International Airport,,31.2261,-110.976
16760,MMNL,NLD,Quetzalcoatl International Airport,Nuevo Laredo,27.4439,-99.5705
16761,MMOX,OAX,Xoxocotlan International Airport,Oaxaca,16.9999,-96.7266
16762,MMPA,PAZ,El Tajin National Airport,Poza Rica,20.6027,-97.4608
16763,MMPB,PBC,Hermanos Serdan International Airport,Puebla,19.1581,-98.3714
16765,MMPE,PPE,Puerto Penasco International Airport,Puerto Penasco,31.3562,-113.52568
16766,MMPG,PDS,Piedras Negras International Airport,,28.6274,-100.535
16767,MMPL,PCO,Punta Colorada Airport,La Ribera,23.57501,-109.53583
16768,MMPN,UPN,Licenciado y General Ignacio Lopez Rayon Airport,,19.3967,-102.039
16770,MMPQ,PQM,Palenque International Airport,,17.5334,-91.9845
16771,MMPR,PVR,Licenciado Gustavo Diaz Ordaz International Airport,Puerto Vallarta,20.6801,-105.254
16772,MMPS,PXM,Puerto Escondido International Airport,Puerto Escondido,15.8769,-97.0891
16773,MMQT,QRO,Queretaro Intercontinental Airport,Queretaro,20.6173,-100.186
16774,MMRX,REX,General Lucio Blanco International Airport,Reynosa,26.0089,-98.2285
16775,MMSC,SZT,San Cristobal De Las Casas Airport,,16.6903,-92.5301
16776,MMSD,SJD,Los Cabos International Airport,San Jose del Cabo,23.1518,-109.721
16777,MMSF,SFH,San Felipe International Airport,,30.9302,-114.809
16779,MMSM,NLU,Santa Lucia Air Force Base,Reyes Acozac,19.7553,-99.0164
16780,MMSP,SLP,Ponciano Arriaga International Airport,San Luis Potosi,22.2543,-100.931
16783,MMTC,TRC,Francisco Sarabia International Airport,Torreon,25.5683,-103.411
